issue_time_utc,weather_run_time_utc,target_time_utc,turbine_id,forecast_horizon_h,temperature_2m_c,wind_speed_10m_ms,wind_speed_100m_ms,wind_speed_200m_ms,wind_direction_100m_deg,temperature_c,wind_speed_ms,wind_height_m,weather_provenance_status
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T04:00:00Z,turbine_2,16,2.2,3.3,7.54,9.13,61,2.2,7.54,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T05:00:00Z,turbine_1,17,3.6,4.26,7.75,9.8,58,3.6,7.75,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T05:00:00Z,turbine_2,17,3.6,4.26,7.75,9.8,58,3.6,7.75,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T06:00:00Z,turbine_1,18,5.5,6.03,8.45,10.63,55,5.5,8.45,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T06:00:00Z,turbine_2,18,5.5,6.03,8.45,10.63,55,5.5,8.45,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T07:00:00Z,turbine_1,19,6.3,6.94,9.75,11.57,55,6.3,9.75,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T07:00:00Z,turbine_2,19,6.3,6.94,9.75,11.57,55,6.3,9.75,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T08:00:00Z,turbine_1,20,7.3,7.1,9.81,11.06,57,7.3,9.81,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T08:00:00Z,turbine_2,20,7.3,7.1,9.81,11.06,57,7.3,9.81,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T09:00:00Z,turbine_1,21,8.5,6.74,9.23,9.93,63,8.5,9.23,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T09:00:00Z,turbine_2,21,8.5,6.74,9.23,9.93,63,8.5,9.23,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T10:00:00Z,turbine_1,22,8.1,5.77,8.32,9.25,68,8.1,8.32,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T10:00:00Z,turbine_2,22,8.1,5.77,8.32,9.25,68,8.1,8.32,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T11:00:00Z,turbine_1,23,6.5,4.9,8.08,8.76,72,6.5,8.08,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T11:00:00Z,turbine_2,23,6.5,4.9,8.08,8.76,72,6.5,8.08,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T12:00:00Z,turbine_1,24,4.1,4.27,8.19,8.81,75,4.1,8.19,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T12:00:00Z,turbine_2,24,4.1,4.27,8.19,8.81,75,4.1,8.19,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T13:00:00Z,turbine_1,25,2.1,3.96,8.08,9.18,78,2.1,8.08,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T13:00:00Z,turbine_2,25,2.1,3.96,8.08,9.18,78,2.1,8.08,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T14:00:00Z,turbine_1,26,1.1,4.1,8.19,9.58,78,1.1,8.19,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T14:00:00Z,turbine_2,26,1.1,4.1,8.19,9.58,78,1.1,8.19,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T15:00:00Z,turbine_1,27,1.1,4.15,8.02,9.48,78,1.1,8.02,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T15:00:00Z,turbine_2,27,1.1,4.15,8.02,9.48,78,1.1,8.02,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T16:00:00Z,turbine_1,28,1.1,3.7,7.23,8.71,81,1.1,7.23,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T16:00:00Z,turbine_2,28,1.1,3.7,7.23,8.71,81,1.1,7.23,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T17:00:00Z,turbine_1,29,1.1,3.2,6.43,7.81,85,1.1,6.43,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T17:00:00Z,turbine_2,29,1.1,3.2,6.43,7.81,85,1.1,6.43,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T18:00:00Z,turbine_1,30,1.3,3.32,6.23,7.66,84,1.3,6.23,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T18:00:00Z,turbine_2,30,1.3,3.32,6.23,7.66,84,1.3,6.23,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T19:00:00Z,turbine_1,31,1.3,3.37,6.31,7.96,79,1.3,6.31,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T19:00:00Z,turbine_2,31,1.3,3.37,6.31,7.96,79,1.3,6.31,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T20:00:00Z,turbine_1,32,1.0,3.1,6.39,8.11,73,1.0,6.39,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T20:00:00Z,turbine_2,32,1.0,3.1,6.39,8.11,73,1.0,6.39,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T21:00:00Z,turbine_1,33,1.2,2.7,5.65,7.34,70,1.2,5.65,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T21:00:00Z,turbine_2,33,1.2,2.7,5.65,7.34,70,1.2,5.65,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T22:00:00Z,turbine_1,34,1.6,2.71,5.46,6.61,71,1.6,5.46,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T22:00:00Z,turbine_2,34,1.6,2.71,5.46,6.61,71,1.6,5.46,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T23:00:00Z,turbine_1,35,1.9,2.86,5.61,7.17,72,1.9,5.61,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-15T23:00:00Z,turbine_2,35,1.9,2.86,5.61,7.17,72,1.9,5.61,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T00:00:00Z,turbine_1,36,1.2,2.74,5.81,7.07,70,1.2,5.81,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T00:00:00Z,turbine_2,36,1.2,2.74,5.81,7.07,70,1.2,5.81,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T01:00:00Z,turbine_1,37,1.1,2.6,5.65,7.3,77,1.1,5.65,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T01:00:00Z,turbine_2,37,1.1,2.6,5.65,7.3,77,1.1,5.65,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T02:00:00Z,turbine_1,38,0.7,2.96,6.26,7.68,72,0.7,6.26,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T02:00:00Z,turbine_2,38,0.7,2.96,6.26,7.68,72,0.7,6.26,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T03:00:00Z,turbine_1,39,2.0,3.85,6.77,8.51,71,2.0,6.77,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T03:00:00Z,turbine_2,39,2.0,3.85,6.77,8.51,71,2.0,6.77,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T04:00:00Z,turbine_1,40,4.1,3.68,7.1,8.44,71,4.1,7.1,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T04:00:00Z,turbine_2,40,4.1,3.68,7.1,8.44,71,4.1,7.1,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T05:00:00Z,turbine_1,41,6.1,4.1,5.76,7.95,60,6.1,5.76,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T05:00:00Z,turbine_2,41,6.1,4.1,5.76,7.95,60,6.1,5.76,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T06:00:00Z,turbine_1,42,7.6,4.16,5.49,6.08,60,7.6,5.49,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T06:00:00Z,turbine_2,42,7.6,4.16,5.49,6.08,60,7.6,5.49,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T07:00:00Z,turbine_1,43,8.6,4.54,5.94,6.47,54,8.6,5.94,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T07:00:00Z,turbine_2,43,8.6,4.54,5.94,6.47,54,8.6,5.94,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T08:00:00Z,turbine_1,44,9.6,4.6,5.95,6.41,55,9.6,5.95,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T08:00:00Z,turbine_2,44,9.6,4.6,5.95,6.41,55,9.6,5.95,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T09:00:00Z,turbine_1,45,10.3,4.6,5.98,6.34,54,10.3,5.98,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T09:00:00Z,turbine_2,45,10.3,4.6,5.98,6.34,54,10.3,5.98,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T10:00:00Z,turbine_1,46,9.9,4.38,5.92,6.48,49,9.9,5.92,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T10:00:00Z,turbine_2,46,9.9,4.38,5.92,6.48,49,9.9,5.92,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T11:00:00Z,turbine_1,47,8.6,3.35,5.97,6.66,50,8.6,5.97,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T11:00:00Z,turbine_2,47,8.6,3.35,5.97,6.66,50,8.6,5.97,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T12:00:00Z,turbine_1,48,5.7,2.26,5.64,6.32,60,5.7,5.64,100,unverified
2026-02-14T12:00:00Z,2026-02-14T00:00:00Z,2026-02-16T12:00:00Z,turbine_2,48,5.7,2.26,5.64,6.32,60,5.7,5.64,100,unverified
